INDEX_small,TAG_small,DATE_small,TIME,LATITUDE N/S_small,LONGITUDE E/W_small,HEIGHT_small,SPEED_small,HEADING_small,INDEX_boat,TAG_boat,DATE_boat,LATITUDE N/S_boat,LONGITUDE E/W_boat,HEIGHT_boat,SPEED_boat,HEADING_boat,INDEX_big,TAG_big,DATE_big,LATITUDE N/S_big,LONGITUDE E/W_big,HEIGHT_big,SPEED_big,HEADING_big,INDEX_totem,TAG_totem,DATE_totem,LATITUDE N/S_totem,LONGITUDE E/W_totem,HEIGHT_totem,SPEED_totem,HEADING_totem
NULL,NULL,NULL,111644,NULL,NULL,NULL,NULL,NULL,4727,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111645,NULL,NULL,NULL,NULL,NULL,4728,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111646,NULL,NULL,NULL,NULL,NULL,4729,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111647,NULL,NULL,NULL,NULL,NULL,4730,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111648,NULL,NULL,NULL,NULL,NULL,4731,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111649,NULL,NULL,NULL,NULL,NULL,4732,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111650,NULL,NULL,NULL,NULL,NULL,4733,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111651,NULL,NULL,NULL,NULL,NULL,4734,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111652,NULL,NULL,NULL,NULL,NULL,4735,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111653,NULL,NULL,NULL,NULL,NULL,4736,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111654,NULL,NULL,NULL,NULL,NULL,4737,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111655,NULL,NULL,NULL,NULL,NULL,4738,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111656,NULL,NULL,NULL,NULL,NULL,4739,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111657,NULL,NULL,NULL,NULL,NULL,4740,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111658,NULL,NULL,NULL,NULL,NULL,4741,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111659,NULL,NULL,NULL,NULL,NULL,4742,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111700,NULL,NULL,NULL,NULL,NULL,4743,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111701,NULL,NULL,NULL,NULL,NULL,4744,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111702,NULL,NULL,NULL,NULL,NULL,4745,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111703,NULL,NULL,NULL,NULL,NULL,4746,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111704,NULL,NULL,NULL,NULL,NULL,4747,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111705,NULL,NULL,NULL,NULL,NULL,4748,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111706,NULL,NULL,NULL,NULL,NULL,4749,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111707,NULL,NULL,NULL,NULL,NULL,4750,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111708,NULL,NULL,NULL,NULL,NULL,4751,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111709,NULL,NULL,NULL,NULL,NULL,4752,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111710,NULL,NULL,NULL,NULL,NULL,4753,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111711,NULL,NULL,NULL,NULL,NULL,4754,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111712,NULL,NULL,NULL,NULL,NULL,4755,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111713,NULL,NULL,NULL,NULL,NULL,4756,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111714,NULL,NULL,NULL,NULL,NULL,4757,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111715,NULL,NULL,NULL,NULL,NULL,4758,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111716,NULL,NULL,NULL,NULL,NULL,4759,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111717,NULL,NULL,NULL,NULL,NULL,4760,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111718,NULL,NULL,NULL,NULL,NULL,4761,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111719,NULL,NULL,NULL,NULL,NULL,4762,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111720,NULL,NULL,NULL,NULL,NULL,4763,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111721,NULL,NULL,NULL,NULL,NULL,4764,T,230605,36.8857480N,76.3168126W,5,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111722,NULL,NULL,NULL,NULL,NULL,4765,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111723,NULL,NULL,NULL,NULL,NULL,4766,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111724,NULL,NULL,NULL,NULL,NULL,4767,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111725,NULL,NULL,NULL,NULL,NULL,4768,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111726,NULL,NULL,NULL,NULL,NULL,4769,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111727,NULL,NULL,NULL,NULL,NULL,4770,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111728,NULL,NULL,NULL,NULL,NULL,4771,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111729,NULL,NULL,NULL,NULL,NULL,4772,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111730,NULL,NULL,NULL,NULL,NULL,4773,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111731,NULL,NULL,NULL,NULL,NULL,4774,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111732,NULL,NULL,NULL,NULL,NULL,4775,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111733,NULL,NULL,NULL,NULL,NULL,4776,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111734,NULL,NULL,NULL,NULL,NULL,4777,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111735,NULL,NULL,NULL,NULL,NULL,4778,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111736,NULL,NULL,NULL,NULL,NULL,4779,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111737,NULL,NULL,NULL,NULL,NULL,4780,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111738,NULL,NULL,NULL,NULL,NULL,4781,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111739,NULL,NULL,NULL,NULL,NULL,4782,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111740,NULL,NULL,NULL,NULL,NULL,4783,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111741,NULL,NULL,NULL,NULL,NULL,4784,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111742,NULL,NULL,NULL,NULL,NULL,4785,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111743,NULL,NULL,NULL,NULL,NULL,4786,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111744,NULL,NULL,NULL,NULL,NULL,4787,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111745,NULL,NULL,NULL,NULL,NULL,4788,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111746,NULL,NULL,NULL,NULL,NULL,4789,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111747,NULL,NULL,NULL,NULL,NULL,4790,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111748,NULL,NULL,NULL,NULL,NULL,4791,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111749,NULL,NULL,NULL,NULL,NULL,4792,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111750,NULL,NULL,NULL,NULL,NULL,4793,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111751,NULL,NULL,NULL,NULL,NULL,4794,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111752,NULL,NULL,NULL,NULL,NULL,4795,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111753,NULL,NULL,NULL,NULL,NULL,4796,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111754,NULL,NULL,NULL,NULL,NULL,4797,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111755,NULL,NULL,NULL,NULL,NULL,4798,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111756,NULL,NULL,NULL,NULL,NULL,4799,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111757,NULL,NULL,NULL,NULL,NULL,4800,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111758,NULL,NULL,NULL,NULL,NULL,4801,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111759,NULL,NULL,NULL,NULL,NULL,4802,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111800,NULL,NULL,NULL,NULL,NULL,4803,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111801,NULL,NULL,NULL,NULL,NULL,4804,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111802,NULL,NULL,NULL,NULL,NULL,4805,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111803,NULL,NULL,NULL,NULL,NULL,4806,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111804,NULL,NULL,NULL,NULL,NULL,4807,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111805,NULL,NULL,NULL,NULL,NULL,4808,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111806,NULL,NULL,NULL,NULL,NULL,4809,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111807,NULL,NULL,NULL,NULL,NULL,4810,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111808,NULL,NULL,NULL,NULL,NULL,4811,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111809,NULL,NULL,NULL,NULL,NULL,4812,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111810,NULL,NULL,NULL,NULL,NULL,4813,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111811,NULL,NULL,NULL,NULL,NULL,4814,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111812,NULL,NULL,NULL,NULL,NULL,4815,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111813,NULL,NULL,NULL,NULL,NULL,4816,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111814,NULL,NULL,NULL,NULL,NULL,4817,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111815,NULL,NULL,NULL,NULL,NULL,4818,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111816,NULL,NULL,NULL,NULL,NULL,4819,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111817,NULL,NULL,NULL,NULL,NULL,4820,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111818,NULL,NULL,NULL,NULL,NULL,4821,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111819,NULL,NULL,NULL,NULL,NULL,4822,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111820,NULL,NULL,NULL,NULL,NULL,4823,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111821,NULL,NULL,NULL,NULL,NULL,4824,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111822,NULL,NULL,NULL,NULL,NULL,4825,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111823,NULL,NULL,NULL,NULL,NULL,4826,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111824,NULL,NULL,NULL,NULL,NULL,4827,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111825,NULL,NULL,NULL,NULL,NULL,4828,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111826,NULL,NULL,NULL,NULL,NULL,4829,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111827,NULL,NULL,NULL,NULL,NULL,4830,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111828,NULL,NULL,NULL,NULL,NULL,4831,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111829,NULL,NULL,NULL,NULL,NULL,4832,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,111830,NULL,NULL,NULL,NULL,NULL,4833,T,230605,36.8857480N,76.3168126W,4,0,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
